nct_id,criterion,label
NCT00139620,"Cohort 1: Adequate hepatic function: bilirubin \<= ULN, ALT (SGPT) and AST (SGOT) \<= 1.5 x ULN or Cohort 2: Moderate hepatic function: 7-9 as assessed by the Child-Pugh System, ECOG Performance Status 0-2",inclusion
NCT00139620,"Prior radiation permitted provided that 4 weeks (or 2 weeks for palliative radiation) has elapsed and patients have recovered from acute toxic effects of radiotherapy,",inclusion
NCT00139620,"Prior chemotherapy permitted provided that 4 weeks has elapsed and patients have recovered from acute toxic effects of chemotherapy,",inclusion
NCT00139620,"Adequate hematopoietic and renal function: ANC \>= 1.5 x 10\^9/L, platelets \>= 75 x 10\^9/L, and creatinine \<= 1.5 x ULN,",inclusion
NCT00139620,"Use of tobacco or nicotine-containing products within 4 weeks of Day 1 and while on study,",exclusion
NCT00139620,"Use of a CYP3A4 inhibitor or inducer within 14 days prior to Day 1 and until Day 5,",exclusion
NCT00139620,"Use of a warfarin-derivative anticoagulant within 14 days prior to Day 1 and until Day 5,",exclusion
NCT00139620,"Significant history of cardiac disease unless well-controlled,",exclusion
NCT00139620,"Active or uncontrolled infections or serious illnesses or medical conditions that could interfere with the patient's ongoing participation,",exclusion
NCT00139620,"Concurrent anticancer therapy or any other investigational agents within 4 weeks of Day 1 and while on study,",exclusion
NCT00139620,"Symptomatic brain metastases that are not stable, require steroids, are potentially life-threatening, or that have required radiation within the last 4 weeks,",exclusion
NCT00139620,"Gastro-intestinal abnormalities, including inability to take oral medication, requirement for IV alimentation, active peptic ulcer or prior surgical procedures affecting absorption.",exclusion
NCT06820320,Patients between the ages of 18 and 75 years;,inclusion
NCT06820320,Patients underwent retroperitoneal or extended lymphadenectomy for abdominal or pelvic malignant tumors;,inclusion
NCT06820320,"Patients diagnosisted with postoperative Chylous ascites. Chylous ascites were defined by the presence of non-infectious, milky, or creamy effluent in drainage tubes surpassing 200 mL daily, paired with triglyceride concentrations exceeding 110 mg/dL",inclusion
NCT06820320,"Patients with severe cardiac, hepatic and renal insufficiency;",exclusion
NCT06820320,Patients with a history of iohexol allergy or allergy to contrast media;,exclusion
NCT06820320,Patients who have received other interventions;,exclusion
NCT06820320,Patients with severe intestinal obstruction or intestinal perforation;,exclusion
NCT06820320,Patients who are unable to comply with the requirements of the study or are unable to complete follow-up.,exclusion
NCT01442220,patients diagnosed with pituitary adenomas,inclusion
NCT01442220,patients with a family history of endocrine tumors,exclusion
NCT06310382,"Inclusion Criteria:

Subjects must meet all the following inclusion criteria to be qualified for study enrollment:",inclusion
NCT06310382,Male or female subjects aged 18-80 years (inclusive).,inclusion
NCT06310382,Patients with histologically or cytologically confirmed MAPK mutant (presence of RAS/RAF/MEK/ERK mutations) locally advanced or metastatic solid tumors.,inclusion
NCT06310382,Patients who have failed standard treatment or have no standard treatment regimen or are not suitable for standard treatment currently.,inclusion
NCT06310382,"Dose escalation: At least one assessable tumor lesion according to RECIST version 1.1; Dose expansion: At least one measurable tumor lesion according to RECIST version 1.1 (tumor lesion located in the region of previous radiotherapy or other locoregional treatment sites is usually not considered a measurable lesion, unless this lesion shows clear progression or persists for 3 months after radiotherapy).",inclusion
NCT06310382,Eastern Cooperative Oncology Group (ECOG) performance status score: Phase I dose escalation: 0-1. Phase II dose expansion: 0-2.,inclusion
NCT06310382,3 months or longer expected survival.,inclusion
NCT06310382,"Major organs are functioning normally, and laboratory tests meet the following criteria during the screening period.

Hematological system (has not received any blood transfusion or hematopoietic stimulating factor therapy within the past 14 days) Absolute neutrophil count (ANC) ≥ 1.5 × 109/L Platelet Count (PLT) ≥ 75 × 109/L Hemoglobin (Hb) ≥ 90 g/L Liver function Albumin (ALB) ≥ 3.0 g/dL Total bilirubin (TBIL) ≤ 1.5 × upper limit of normal (ULN) Liver metastasis or liver cancer patients: ≤ 2.5 × ULN Alanine Aminotransferase (ALT) ≤ 2.5 × ULN; Liver metastasis or liver cancer patients: ≤ 5 × ULN Aspartate aminotransferase (AST) ≤ 2.5 × ULN; Liver metastasis or liver cancer patients: ≤ 5 × ULN Renal function Creatinine clearance rate (Ccr) ≥ 60 mL/min (calculated based on the Cockcroft-Gault formula) Coagulation function Activated partial thromboplastin time (APTT) ≤ 1.5 × ULN International normalized ratio (INR) ≤ 1.5 × ULN Cardiac function Left ventricular ejection fraction (LVEF) ≥ 50% QT interval corrected by the Fridericia formula (QTcF) Males \< 450 ms, Females \< 470 ms 7. Qualified patients (male and female) with childbearing potential must agree to use reliable contraceptives (hormone or barrier or abstinence) with their partners during the study and until at least 3 months after the last dose; female patients with childbearing potential must be negative for the blood pregnancy test within 1 week before the first dose.

8\. Subjects must give informed consent to the study and voluntarily signed the informed consent form prior to study initiation.",inclusion
NCT06310382,"Exclusion Criteria:

Subjects who meet any one of the following exclusion criteria are not eligible for study enrollment:",exclusion
NCT06310382,"Received antitumor therapy such as chemotherapy within 3 weeks before the first dose, radiotherapy, biotherapy, endocrine therapy, targeted therapy, and immunotherapy within 4 weeks before the first dose, except for the following:

   * Use of nitrosoureas or mitomycin C within 6 weeks prior to the first dose of the investigational drug;
   * Use of oral fluorouracil(s), small molecule targeted drugs, and antitumor traditional Chinese medicine within 2 weeks prior to the first dose of the investigational drug;
   * Local palliative radiotherapy within 2 weeks prior to the first dose of the investigational drug.",exclusion
NCT06310382,Received other unmarketed clinical investigational drug or therapy within 4 weeks prior to the first dose.,exclusion
NCT06310382,Underwent major organ surgery (excluding needle biopsy) or had significant trauma within 4 weeks prior to the first dose or requires selective surgery during the study period.,exclusion
NCT06310382,Use of strong CYP3A4 inhibitors or inducers within 1 week prior to the first dose of the investigational drug.,exclusion
NCT06310382,Previously received other selective ERK inhibitors.,exclusion
NCT06310382,Previously received allogeneic HSCT or organ transplantation.,exclusion
NCT06310382,"Adverse drug reactions of previous antitumor treatment have not recovered to grade ≤ 1 as per CTCAE version 5.0 (except for toxicity without safety risk judged by the investigator, such as alopecia, grade 2 peripheral neurotoxicity, and hypothyroidism that is stable after hormone replacement therapy).",exclusion
NCT06310382,Brain parenchymal metastasis or meningeal metastasis with clinical symptoms unsuitable for study participation as judged by the investigator.,exclusion
NCT06310382,Patient with active infection and currently requires intravenous anti-infective therapy.,exclusion
NCT06310382,"History of immunodeficiency, including being positive for HIV antibody test.",exclusion
NCT06310382,"Active hepatitis B \[HBsAg positive and HBV-DNA \> 500 IU/mL or LLQ of the study site (when the LLQ is \> 500 IU/mL)\], for which antiviral therapies other than interferon are permitted; Active hepatitis C (patients who are positive for HCV antibody but whose HCV-RNA is \< study site LLQ can be included).",exclusion
NCT06310382,"History of severe cardiovascular and cerebrovascular diseases, including but not limited to:

    * Severe abnormalities in cardiac rhythm or conduction, such as ventricular arrhythmia or second- or third-degree atrioventricular block requiring clinical intervention;
    * Acute coronary syndrome, congestive heart failure, aortic dissection, stroke or other grade 3 or greater cardiovascular and cerebrovascular events within 6 months prior to the first dose;
    * New York Heart Disease Association (NYHA) class ≥ III cardiac function or left ventricular ejection fraction (LVEF) \< 50%;
    * Clinically uncontrolled hypertension;
    * Any factors that increase the risk of QTc prolongation or arrhythmia, such as heart failure, hypokalemia that is difficult to correct, congenital long QT syndrome, family history of long QT syndrome, and use of concomitant medication known to prolong QT interval.",exclusion
